Condition,RID,Kapp,Rep
Acetate,15901,34.78890443974509,111
Acetate,17129,3.7501301665259135,111
Acetate,41792,146.24574486475876,111
Acetate,22668,7.643106772771225,111
Acetate,10380,183.79906553549685,111
Acetate,12973,415.31261457195546,111
Acetate,76647,41.17142143375995,111
Acetate,11172,2.065567032462482,111
Acetate,13717,39.43214419235186,111
Acetate,41868,89.77486585718428,111
Acetate,16809,6477.926548122879,111
Acetate,24284,8.574952750999348,111
Acetate,15053,41.19772866467909,111
Acetate,24560,10.028718704192375,111
Acetate,41872,3065.3014398991863,111
Acetate,25209,4.282403976273653,111
Acetate,41844,2182.7326048784093,111
Acetate,19317,31.44735058253116,111
Acetate,23448,4.329315008011972,111
Acetate,25098,58.47270314451634,111
Acetate,10248,24.533534709741446,111
Acetate,27674,1486.2031737478883,111
Acetate,Na_ATPsynthase,108305.8233335303,111
Acetate,23676,4.280881843295902,111
Acetate,23372,4.028909195664687,111
Acetate,22008,6.218333429541488,111
Acetate,12460,11473.438438400575,111
Acetate,24488,7.087583281498387,111
Acetate,15469,1.9954143089603793,131
Acetate,oad,125.16173690540869,131
Acetate,11224,0.1984251911708875,131
Acetate,22812,254.04009792712662,131
Acetate,16429,1.5268238473063598,131
Acetate,15101,4.834228556242864,131
Acetate,27738,3182.5182637329717,131
Acetate,17453,13.619578038405612,131
Acetate,11724,6.731064093094888,131
Acetate,41864,1060.699224145351,131
Acetate,28034,39.675863863628344,131
Acetate,18321,777.0739741925295,131
Acetate,21256,7.593536517132224,131
Acetate,26522,600.6491608703404,131
Acetate,19497,1.9494188496063358,131
Acetate,24292,24.17630214759804,131
Acetate,27654,98.08438485503288,131
Acetate,22144,909.9251556122599,131
Acetate,12821,12.636457669680828,131
Acetate,21096,9478.72157437227,131
Acetate,13517,12.808285869919281,131
Acetate,28042,872.0094763508514,131
Acetate,41928,115.0766046891058,131
Acetate,12172,308.0429322870703,131
Acetate,13193,43.838464725788775,131
Acetate,11680,16.87381286383304,131
Acetate,19481,202.55740609878285,131
Acetate,23920,130.58506385063222,131
