Reaction,Isozyme,Protein,Stoichiometry,KcatReverse,KcatForward
20013,A,PN96_RS00570,6,0.13576390699158422,0.19469188620068148
20956,B,PN96_RS19190,1,0.2666936106266829,0.8898176591382461
20956,A,PN96_RS18960,1,0.05570217970972568,0.2891290513860408
34171,B,PN96_RS19840,4,5.010850510754203,6.1842320166529765
34171,A,PN96_RS02525,4,0.41470083308736183,1.9627371283752855
15009,A,PN96_RS11815,1,6.181741368958801,1.6400644707911287
15393,A,PN96_RS14075,2,7.776529449252671,0.6834331642425887
10840,A,PN96_RS11195,1,0.9235725261219387,4.109873295415178
19481,A,PN96_RS18955,1,0.07413682604783453,0.5300805966125138
19833,A,PN96_RS09315,6,0.23994843461736565,5.219767603608605
41808,B,PN96_RS05720,2,1.0870034476664838,1.237570897290663
41808,A,PN96_RS02355,1,2.0239075247521257,8.782272952020469
19821,A,PN96_RS14985,4,4.183177609303288,1.8047625298113399
41844,B,PN96_RS05720,2,9.655598248455751,2.919754104963129
41844,A,PN96_RS02355,1,0.42887607957755347,0.2283918778848668
13509,A,PN96_RS13610,3,0.4456784479783604,0.019986099254613133
28042,A,PN96_RS01365,24,51.51302687606272,0.921358740044937
28042,A,PN96_RS01375,24,51.51302687606272,0.921358740044937
28042,A,PN96_RS01370,24,51.51302687606272,0.921358740044937
41820,B,PN96_RS03565,2,0.47146016070150487,0.01188265223648842
13869,A,PN96_RS10960,1,0.1357915309456695,0.03847493894586059
41860,B,PN96_RS05720,2,1.662910273304324,0.4062825109625453
41860,A,PN96_RS02355,1,1.2943088460827012,0.2759248097102933
35323,A,PN96_RS11310,4,0.09239958741227737,0.13258280078440107
25213,A,PN96_RS07855,1,0.04582828013276457,0.49341873911159717
32271,A,PN96_RS11760,2,3.4222002964843976,0.4189399039781131
19497,A,PN96_RS07490,1,0.0058458188881733405,0.14325263329113605
31843,A,PN96_RS18940,1,0.9520369696184923,0.38467194717915115
41916,B,PN96_RS03565,2,0.20533063571500176,0.020224885678501864
14905,A,PN96_RS02990,4,1.0636642172617392,0.13144701535626127
11172,A,PN96_RS00265,1,0.15881032825867458,0.21228691667056213
23352,A,PN96_RS05100,1,0.31189971570175573,1.3611732638029186
23352,C,PN96_RS22505,1,0.109933227448483,1.7832037283560804
23352,D,PN96_RS23215,1,0.291475718841971,0.09210563323758221
23424,A,PN96_RS01650,1,0.1741684746904152,5.61955263217214
24296,A,PN96_RS23400,2,2.746995938795509,2.644381710301781
10040,A,PN96_RS12815,1,4.270944192755494,0.29772322918751815
21588,A,PN96_RS15005,1,0.4441340903848663,0.16894026075840296
32715,A,PN96_RS11760,2,0.36808234187069727,1.5211342489049053
14465,A,PN96_RS07890,1,0.5991286914377267,0.21104718941448444
25098,A,PN96_RS10630,4,2.1426857350495347,0.06392788772027394
21208,A,PN96_RS01795,1,0.9674092632289759,0.2542523251591892
30187,A,PN96_RS05685,1,0.04399242155520539,0.33019289545259073
32171,A,PN96_RS18910,2,0.3138791386162063,0.7117705732147841
32171,A,PN96_RS18915,3,0.3138791386162063,0.7117705732147841
32171,A,PN96_RS18925,1,0.3138791386162063,0.7117705732147841
32171,A,PN96_RS18920,2,0.3138791386162063,0.7117705732147841
32171,A,PN96_RS18930,1,0.3138791386162063,0.7117705732147841
14629,A,PN96_RS15010,2,0.1065431679035631,0.4475437315401113
14729,A,PN96_RS00925,2,78.45969564810189,193.72975815450138
11612,B,PN96_RS11255,2,14.027972015346464,1.1428606856698418
11612,B,PN96_RS11260,2,14.027972015346464,1.1428606856698418
11612,A,PN96_RS11250,2,2.8955081833904655,4.934735227533161
11612,A,PN96_RS11245,2,2.8955081833904655,4.934735227533161
17661,A,PN96_RS09380,2,119.89784540637655,9.46423641222818
17661,A,PN96_RS09385,2,119.89784540637655,9.46423641222818
18301,A,PN96_RS10570,2,0.2179111897650167,0.1272941576372091
20780,A,PN96_RS12730,4,1.7492441926824838,2.4233867523747614
13193,A,PN96_RS13755,8,0.36201791295832386,0.4213829330738466
rnf,A,PN96_RS03320,1,0.5606273870494788,2.7911388575960547
rnf,A,PN96_RS03315,1,0.5606273870494788,2.7911388575960547
rnf,A,PN96_RS03305,1,0.5606273870494788,2.7911388575960547
rnf,A,PN96_RS03300,1,0.5606273870494788,2.7911388575960547
rnf,A,PN96_RS03310,1,0.5606273870494788,2.7911388575960547
rnf,A,PN96_RS03295,1,0.5606273870494788,2.7911388575960547
glycogen_synthase,A,PN96_RS08405,1,0.27261226043511105,0.23672395544629105
23288,B,PN96_RS03235,1,4.741441768507148,0.35619084448383603
11308,B,PN96_RS14395,1,0.0349696259899733,0.12558692499758453
11308,A,PN96_RS02970,1,0.9476510037240056,0.40653822520502836
11308,C,PN96_RS02380,1,0.26653185524529016,0.7248321526440661
23780,A,PN96_RS05430,2,0.14511091088448425,2.0903543377598295
28386,A,PN96_RS11370,2,0.3428616779626086,0.13470213279673615
31227,A,PN96_RS11355,2,0.24903255051970705,0.1865132399398566
12248,A,PN96_RS00050,1,0.8820639968287325,0.014187315167802353
